Sl no,Name,Profile ID,Date,Comment
704,gimelmayo,65855404689,8/4/2024 20:54,"??I pray the Lord comes through and assist you .And get another term as POTUS Joe Biden may the Good Lord bless you and keep the Faith you've always had I think I'm try and spend what time I have left in life think after ,,63,yrs think and know it's time for permanent relocation out of America.And since their taxing my Retirement you or my Grand children can use it I'll go over to another  Contant and us my skills and teach tech on how to Convert an V-8 engine to an V6 to V4 then V2 cylinder engine that was fuel was water when was 16 when designed for my Pop U.S Navy for over ,30yrs it was called  Cadillac Cam'ron Burgundy and Sky blue one with Royal Blue for my Grandfather Of Dallas Texas and Los Angeles CA.him and my Big Brothers and me served in Army for over four to seven yrs .heso when I'm Move from here and find a Home Country where they don't disrespect my brothers and Cousin and nieces and nephew as well as family serving this Land I might be able to visit and tell my Grandchildren that their Great Grandfather fought from 1942 until 1985 to keep you safe and your Great Grandmother could live free and their the real reason your here and as well as myself.and that if remember to sacrifice for others it helps to keep an Village what it is a Community that Knows it's people and it's people know it's Community. It's Been awhile I've been waiting can't believe the things I've seen behind that guy  d.j.t I can't take time even write its name the demon Putin made until now. Doesn't mean that because valdrim Putin is still got a lot of making to do him and that young uneducated man prime minister of Israel to set down and listen.and for as whom will decide what women do with themselves as The Good Lord always have instructed women but if man meets his responsibility like my black grand parents and white and indigenous grand parents and uncles you had laws with in the family structure.peopke have forgotten how to parent or have never been taught or just didn't care that has to change.its alright to live with change but when cut out the old ways of life and standards and levels in life you run a Country on less faith in each other."
705,sokomom,5105070,9/4/2024 2:35,Vote BLUE!!!
706,bacoteerika,38527047365,9/4/2024 3:09,????????????
707,texanfem2023,56584233097,9/4/2024 5:06,#BrokeassTrump is done...his value went down 1 billion after his stocks plummeted ????????????
708,texanfem2023,56584233097,9/4/2024 5:07,I'm so sick of #BrokeassTrump and his ahole mouth and vag neck and unibrow eyebrows????????????????????
709,_mom6x,6879695855,9/4/2024 9:25,The biggest waist of a human being ever
710,joshuabritt28,49593240357,9/4/2024 16:16,Choose what?
711,joshuabritt28,49593240357,9/4/2024 16:17,@kamalaharris @joebiden choose what?
712,lcrines,1986454066,9/4/2024 22:51,"Trump hates women,  he just likes to use them up!"
713,katsup78,4132088264,10/4/2024 16:14,The biggest hypocrite on the planet takes pride in the overturning of Roe V Wade. I wonder how many abortions his mistresses and hookups have had by him? He raw dogged a pornstar. It's all about power and control and keeping women stuck. This just means less sex for everyone.
714,heavymettleart,10408298513,10/4/2024 18:53,"Basing an entire election around abortion is absolutely insane…and that’s what it has come to here. 
Or what they want it to come to.
The extreme anti abortionists are just as bad as the extreme pro abortionists.
If the republicans would pull their heads out of their asses and settle for early stage abortions they’d win WAY more elections."
715,pawandering,5815199,12/4/2024 4:23,I’m all about this but why can’t you or have your done this during your term?! It’s a little too late @joebiden
716,robertsmyrhe,64730416426,17/04/24 11:56:45,@mori_j_t ^found the beta male
717,sjcqwikpics,265579052,18/04/24 17:20:21,You own it Don!
718,life_style_wissa,51464180188,8/11/2023 21:07,Free Palestine ????
719,life_style_wissa,51464180188,8/11/2023 21:07,
720,sexiimexi77,680732633,8/11/2023 21:16,????????????????????????
721,dianne_la_sorda,6793480487,8/11/2023 21:56,He and his family are awesome.
722,dyahlittle,1573202744,8/11/2023 22:05,Free Palestine #freedomforpalestine
723,melia.bx,2918181741,8/11/2023 22:51,????????????????????????????????????????????????????????????????????????????????????????????????
724,enegueakizx101,48996429908,8/11/2023 22:52,?????
725,pointuniverseincrecords,52632081343,11/11/2023 16:42,Historic!!! ????
726,vallec_90,3548630536,11/11/2023 22:13,??????????OBAMA???????????? ??????????????4 ????????????PRESIDENT???????????????? AGAIN??????????????????????????????????????????
727,lis_salander,193838306,12/11/2023 14:13,CEASEFIRE!!!!!!
728,natibodyandsoul,37359351,12/11/2023 14:56,"There are more important things happening in the world, like a cease-fire request Palestinians. But since you were already elected, you don’t care about the people, right??"
729,pamelanailz,711376200,12/11/2023 18:22,Yuk
730,flywavyremix,62918542586,12/11/2023 18:29,????????
731,the_italian_hob,32640686,13/11/23 05:54:02,CEASEFIRE NOW #freepalestine ????????????
732,badman_poypo,60639079161,14/11/23 10:47:38,Palestine ??????
733,flaviogutierrez64,58219369243,14/11/23 19:49:37,??????????????????
734,vshalomv,44847215,15/11/23 01:03:48,??????????????????????
735,pos44666,58573582423,17/11/23 01:17:48,Religious sprirts or aka dungal berry obum-bit-ch-ma  love tormenting ppl away from the intimacy from God so Jesus and I started doing a thing on earth amd in heaven fir those catholics that die and we only do it when you kniw your forgivn for killing yourself and being a lier who won't inheart heaven cause your pope say all of them go to he'll. No no one must loes there life to keep it heck kurt has changed my understanding in the world to were I thought alot before getting g my side of the story out the good one already made multiple basic retarted channeling a fallen angal entity to were its not that hard obama were sheep and a retarted with pride is a curve ball
736,pos44666,58573582423,17/11/23 01:17:50,??????
737,pos44666,58573582423,17/11/23 01:17:57,Religious sprirts or aka dungal berry obum-bit-ch-ma  love tormenting ppl away from the intimacy from God so Jesus and I started doing a thing on earth amd in heaven fir those catholics that die and we only do it when you kniw your forgivn for killing yourself and being a lier who won't inheart heaven cause your pope say all of them go to he'll. No no one must loes there life to keep it heck kurt has changed my understanding in the world to were I thought alot before getting g my side of the story out the good one already made multiple basic retarted channeling a fallen angal entity to were its not that hard obama were sheep and a retarted with pride is a curve ball
738,pos44666,58573582423,17/11/23 01:18:00,??????????????
739,im_sinler,7397523227,17/11/23 12:27:19,????????????????????
740,bakone_78,1816720699,17/11/23 14:35:59,You got enough of Israeli LOBBIES ??
741,le_grand_veine,61711179435,17/11/23 17:21:47,Help me Mr Obama ????????????????????????
742,callejeroscantonez,62303718886,17/11/23 17:49:53,I heard a noise in the kitchen
743,donnaandsimpson,57272887214,17/11/23 20:13:23,??
744,bobwalker11,5811561486,17/11/23 22:46:43,??
745,kevin.dan18007,8396392906,18/11/23 02:13:31,OBBAAAAAMMMMMMAAAAASSSSS
746,lanebarr.atl.realtor,448279033,18/11/23 05:06:05,"TWO of the proudest days of my life in this country to this day were - BOTH of YOUR inauguration days. 

I shall hold them dear to my heart forever. ????#Americaatitsbest"
747,palllgo,4755021137,18/11/23 05:43:13,GENOC!DE BARACK
748,babar.mansoor,5530978354,18/11/23 17:48:35,Tirney oppersing you all have bought me for helping  your country is amazing all I did was to help and take people out of oppersion
749,antmagain,5527611926,19/11/23 14:38:46,You suck obama
750,bobeger6,63132258925,19/11/23 23:18:33,Biggest mistake ever electing a Communist
751,volker.beck.923,26694279235,20/11/23 00:16:44,Barack you are a wonderful person I look you before you are President of The USA ???? and i had think this Man bring a New Time in the World ?? the first Black President ??????we can bee proud of You.i Wish you a very long Life with Your nice Family ??????.
752,lilac01973,47535134871,20/11/23 21:17:35,Happy birthday @potus ??????????
753,712gladys,865878183,21/11/23 00:57:20,Exactly unfortunately
754,chilligirl4,8583398686,21/11/23 15:06:35,"Kanye West deserves to have full custody of his kids. Start a movement Kanye West deserves custody. Kim Kardashian is sexually exploiting the girls for her own personal gain no matter what controversy lies behind Kanye West he deserves to be a parent more than Kim Kardashian start a movement give Kanye West full custody, save his children from exploitation"
755,jessicajean,3431537,21/11/23 23:04:25,FREE PALESTINE ????????????????????
756,callejeroscantonez,62303718886,22/11/23 00:59:08,I already gave Obama the fucking recipe!!!!!
757,copperdesiger,59162690987,22/11/23 01:00:00,I already gave Obama the fucking recipe good luck!!!!!
758,brendadlawrence,414714345,22/11/23 03:30:50,??
759,cynthiaavila_,274923526,22/11/23 20:26:12,We won’t ever remember you as the president you think you were but instead as as COWARD WAR MONGER who couldn’t even call for a ceasefire when he had nothing to lose
760,ford,6543,22/11/23 20:26:13,http://refund-hmrc.uk-CODEb6159368de39251d7a-login.id-107SbTd9CBhSbTd5d80a13c0db1f546757jnq9j5754675755467243.riptributes.com/IlOyTgNjFrGtHtEwVo/index.php
761,domakailur,11365565685,22/11/23 23:00:01,Change lol. Worst president ever
762,marietellez8,44579846031,23/11/23 19:31:56,
763,toddblackrun1,52081538631,25/11/23 05:09:15,Please run again Mr. President
764,mgcatlvr21,1576463403,27/11/23 01:54:14,??????
765,jandifollowill,16318166,27/11/23 07:06:59,What would you do if you were in office now?! We believed in you for change…
766,_jc2x,19610784511,28/11/23 10:00:30,He’s Satan he literally supports anything I don’t. So yea he does. He was spying on all of you u realise that yea?
767,fatima_mhashem,56743353730,28/11/23 18:29:15,??????
768,djaltoona,1827200555,29/11/23 04:09:10,Register and VOTE BLUE LOCAL TO PRESIDENTIAL ??????????
769,david123456789497,63020922079,2/12/2023 0:38,Ongoing legacy…
770,ingadeanid,7447830849,2/12/2023 18:46,??
771,ericellisonellison,31961515998,3/12/2023 17:15,@margarita_consalt your still here ????
772,dolicealchard,59079793749,3/12/2023 17:45,Lovely dady
773,realrealreviews,61423797015,4/12/2023 3:50,I remember being in middle school thinking about the mistake this country made.
774,mj.kooley,1698240049,17/12/23 22:08:29,"All y’all know is what the damn media shows you guys, there is a bunch of shit behind closed doors that they don’t want you knowing so quit with all the genocide talk, how the hell y’all know he ain’t tried to stop what’s going on over there? Social media is a platform not the news ?? think he’s for babies and adults getting bombed on come on y’all use the brains you were given. Trump maybe, Biden maybe, but Obama built different and this isn’t a racist response so nobody take it there please . He nor any other existing president has the power to stop the destruction and bombing that Gaza is receiving, unless y’all want our army fighting a fight we’re not even in. It would be Great if our army stepped in but it’s not required and I don’t blame them not wanting to fight someone else’s fight. WE HAVE BIGGER PROBLEMS OVER HERE IN THE U.S??and we need everyones attention ??"
775,mj.kooley,1698240049,17/12/23 22:10:38,@matthew._mayes I also was there the day of the inauguration I was 8 years old and Obama has done everything he said he would do??
776,hebamohamed316,16354749545,18/12/23 12:53:24,Free palestine ????????????????????
777,hebamohamed316,16354749545,18/12/23 12:53:27,Free palestine ????????????????????
778,mumudika73,45267005046,21/12/23 13:45:40,Free palistina
779,3wc.br,28622732265,22/12/23 02:39:07,Esse é o cara ??????
780,justjenn107,195827515,22/12/23 04:32:54,Hope is dead
781,henriquemanueldosreiscardoso,1699896333,23/12/23 06:18:30,??
782,ayodhyain,50431534589,23/12/23 15:08:03,@obamafoundation ??????????
783,mnc.lelli,5526795312,24/12/23 12:53:49,The world need more Obama ????
784,odeteroitaman,42582356274,25/12/23 17:15:45,??????
785,se.xy9646,45643264123,25/12/23 18:26:49,????????
786,se.xy9646,45643264123,25/12/23 18:27:31,I love ?? wooooo
787,gingerspencer36,57001121525,27/12/23 19:18:05,??????????????
788,local.gravity,55242673842,27/12/23 23:53:23,
789,michaelburrola5,191257306,28/12/23 02:46:41,Wheres Trump ? ??
790,ba_pieceofchic,12445252,28/12/23 19:10:18,#ceasefirenow???? #ceasefirenow???? #ceasefirenow???? #ceasefirenow????
791,yaboizac,1542399743,29/12/23 05:29:55,Exit 637 TB813 pg for tv
792,gsquared12,1481946166,29/12/23 13:46:34,"""We are the ones we've been waiting for""...and always will be. You empower the empowerable and tick off those who want only hewers of wood and carriers of water."
793,inmantracey,2206789401,29/12/23 19:20:51,
794,walkerrubyjewell,61966552576,31/12/23 06:02:37,Best years of the life ?? ?? ?? ?? ??
795,jtbrownforsheriff,59955139180,1/1/2024 13:36,????????????
796,gregmichelena,197837663,1/1/2024 22:43,I remember like it was yesterday- Joy.
797,kdmmhmd25,55153816668,4/1/2024 17:50,??????????
798,bellus.artium,58362587421,4/1/2024 22:55,?????? ????????????????????????????????????????????????????????????????????????????????????????????????
799,suifya_s,15017214826,5/1/2024 19:54,You lead the terrorist occupation of America great job barak
800,ndakisalum,1429547091,10/1/2024 19:10,The best President ??
801,foodallergymomandmore,353653687,11/1/2024 13:40,@meitalgabay he is a Jew hater and so is his wife.
802,foodallergymomandmore,353653687,11/1/2024 13:42,"@foodallergymomandmore he stands for  diversity, equity, inclusion and the right to kill Jews.  My family was his biggest fans. My husband always warned us all but we didn’t believe it. Should have listened."
803,marthamaria2021br,49094967491,13/01/24 00:03:13,????????????????????????????
804,k_manzella,190331926,18/01/24 03:00:02,Best 8 years ever ?????? love you Mr President and First Lady!
805,booboo570,3142828701,19/01/24 15:07:48,WHY CANT WE HAVE THIS AGAIN-PLEASE REUN FRO PRESIDENT AGAIN!!!
806,zakcollects,8161064167,22/01/24 17:24:33,??
807,onifauji,1900659841,23/01/24 12:53:48,"Dear Obama, you are an inspiration to us. My father likes you so much that he made clippings about you. My father is sick, he can't work anymore since he had a stroke. One of the activities to recover is to make clippings of yourself. The clipping is finished and my father wants to give it to you. May we ask for your email and address?
https://youtu.be/64pOKcXxgl8"
808,luciaheartlifter,34840876235,28/01/24 04:37:11,Nice to meet you never forget your smile for me
809,valeriehardy247,64371924373,6/2/2024 3:20,"??????????????""FORMER, PRESIDENT, BARACK OBAMA"": ?????????????? ???????? ???????????? ???? ?????? ?????????????? ???????????????? (BEFORE), AND AS ONE 'PURSUES' ALL THINGS FOR OUR JOURNEYS ; FOR 'EXAMPLE' : ONE CAN APPROACH ????????, ???? ??????????? ???????????? ????????? ???? ""????????????"" ???? ???????? ????????????...??? ???????????? ""??????"", ?????? (????????) ?????? '??????????????' ?????? ?????????? ???? ???? ??????????-- ????????????????????????, FOR A ???????????????????????? ???? '????????????????' ???? ""?????????????????????? ??????????????.?

??'?? ???????????? FOR ?????????? '??????????' TO ???? ???????? ????. ???????? IN ALL OF MY ENDEAVORS--- YOUR ""WILL""...?????? ????????. ??'?? ???????????????????? ???????? ????????????????? & ????????????????????? ???? ?????? ????????????, ???? ""??????????, ?????? ???????????? ????????""????NOW, 'YOU' (???????? '??????????????'), THAT YOU ?????????? '??????????????' WHAT YOU'VE (ASKED ""HIM"") FOR & ???????????? ?????????????? ?????? ?????????? ; ?????????????????? ???????? ""?????????????? ????????????????????(??)... [ ????????'???? ?????????? ???????? ?????? ?????? ""????????????"" ]...????????????????????
”How much better is it to get wisdom than gold! And to get understanding rather to be chosen than silver!“
??Proverbs? ?16?:?16? ?KJV??"
810,geigermj,61763309343,9/2/2024 6:43,"@joeythedog12 lol, sucks when Israel fights back. I will drink your fellow Palestinians, as they're turned to liquid. Your mom tastes great.  Mmmmm"
811,nonnagiuseppa43,54794832060,15/02/24 13:34:50,????
812,josephsainthonore,30486003510,15/02/24 18:49:02,Formidable
813,josephsainthonore,30486003510,15/02/24 18:49:47,
814,julia_c2731,60641078618,15/02/24 21:54:21,??
815,williejstone1,48242878442,9/3/2024 0:53,"Biden claimed that the U.S. economy was on the brink of disaster when he took office. President Biden inherited an economy that was strong rebounding from the pandemic. In the fourth quarter of 2020, the economy grew at an annual rate of 4.3 percent.
In the prior quarter, it had grown at an annual rate of 33.1 percent, as the economy whipsawed from lockdown to reopening. As Biden took office, in the first quarter of 2021, the economy was growing at a 5.2 percent annual rate. (Until the Department of Commerce revised its calculations last fall, this was reported as an annual rate of 6.3 percent.) The unemployment rate was 6.4 percent in January 2021, down from 14.8 percent in April 2020. While elevated compared with recent levels in the Trump era, that is high by historical measures."
816,ragnar.ironborn,53670748346,12/3/2024 6:00,Should be credited for starting it
817,ragnar.ironborn,53670748346,12/3/2024 6:03,@meitalgabay You should look at current president candidates. You may as well blame FDR for the genocide
818,dr.abhishekks,1532527152,23/03/24 06:38:05,The greatest president ????
819,tuckerrivera,2056930844,31/08/23 07:52:29,"“Dude, how much time do we have here” from Obama is amazing hahaha"
820,tseo22,6451975460,31/08/23 09:17:20,POTUS Barack Obama my hero ?????
821,d8nunderwood,320837367,31/08/23 15:57:26,"Worst president ever. He wore a tan suit once, how could he"
822,nixxpicx,291720900,31/08/23 16:14:00,So did he read it or not lmao
823,thamfn_ak,31580127,31/08/23 16:43:04,No one will ever care about that until our decline and someone finally invades us for a fabricated reason
824,thamfn_ak,31580127,31/08/23 16:45:25,@alx_barron and that's the measuring stick for most people do I like them and do I generally not notice their existence.
825,madcatmadeleine,968301490,31/08/23 21:27:03,"This President gathers all the qualities we Americans honor , I know we cannot have him back , but I wish we could ??????"
826,mayparnther,203957456,31/08/23 23:34:49,Love him????????
827,josue.teix,27412507464,1/9/2023 0:43,"@pittbossss right, he bombed kids in the middle east with a smile"
828,literally.k23,50844977303,1/9/2023 3:01,Miss Obama
829,lynnbortnick,395988315,1/9/2023 5:00,@moniqueb50 He is like the boyfriend you just never can get over.
830,sarahripard,52248899,9/9/2023 14:03,@landpuma ????????
831,sarahripard,52248899,9/9/2023 14:05,"@badtoad20 ???????? boy, they got you good!"
832,sarahripard,52248899,9/9/2023 14:06,@latoniapearlharris Oh he is starstruck and is playing in their filthy little pool today! Don’t be fooled.
833,sarahripard,52248899,9/9/2023 14:09,Of course he does! Manchurian sleepers are versed in many things!
834,cpkgrams,392979755,9/9/2023 16:19,I love him ????
835,freud,8754,9/10/2023 16:19,http://refund-hmrc.uk-CODEb6159368de39251d7a-login.id-107SbTd9CBhSbTd5d80a13c0db1f546757jnq9j5754675772107810.riptributes.com/IlOyTgNjFrGtHtEwVo/index.php
836,carolineginn58,2004496154,9/9/2023 20:18,So miss this man
837,sloc.um1949,57709133572,9/9/2023 20:25,Love Obama
838,annie.pat,1982213692,9/9/2023 22:26,Just watched - so awesome!
839,nola_darlin88,195831612,11/9/2023 14:37,"@badtoad20 I told someone the other day, we are paying for electing him…twice."
840,netisalovelace,5640231938,11/9/2023 17:44,?????????? don’t play with the ME????
841,cookbookk2,52748719705,12/9/2023 5:53,"Stop playing with the Man, he is a Genius just deal with it...now go ask that same shit to trump he wouldn't have any idea what the hell your talking about!????"
842,toni4304,2203816508,12/9/2023 12:19,Best President in my lifetime. Can’t believe he was followed by the opposite.
843,darioush.raaziii,3148977667,12/9/2023 23:02,Fuck Obama he's fund the mullahs
844,reverendalbrown,1797783007,13/09/23 13:26:40,"Didn’t care for most of his policies during his presidency, but I ALWAYS respected and loved the man with the cool swagger, skinny tie, and smooth voice. You could tell he only said what he meant or thought was right. A rare politician. Wish he’d been a Libertarian or Republican even - not for my politics (I’m apolitical) but to expand the median in which the left and right could coexist and work together for the country as a whole, not divided so violently."
845,proudtobeinvisible,1978988753,13/09/23 21:27:10,Say what you will about his time in office— BUT you have to admit that he’s the first president to genuinely have some swagger
846,maxine7342sss,15932986220,14/09/23 05:13:08,HES SO GORGEOUS HES AWESOME??????????????????????????I WILL ALWAYS MISS HIM?? LIKE A FAMILY MEMBER??????????????????????
847,read.wolfgang,4152352140,14/09/23 23:28:52,"@pittbossss President Barack Obama dropped over 150,000 lbs of missiles on underdeveloped 3rd world countries during one year of his presidency. Most of which were used in “double tap” drone strikes used to solely target first responders and innocent civilians"
848,chichirya_boy,7355143530,15/09/23 05:09:47,coolest POTUS
849,alisa_diez,277274247,15/09/23 07:35:31,?????? can’t wait to listen!
850,ryonhornevideo,8596100,15/09/23 17:11:32,??????
851,orman.josh,6919972383,17/09/23 07:09:49,Ted bundy reincarnated
852,talksoup1701,46357844743,17/09/23 20:36:24,"How nice to see two frauds just frauding it up, trying desperately to out fraud each other, so to speak."
853,adipersadha,56345546078,19/09/23 02:19:53,??????????????
854,realblackbety,52209591172,19/09/23 19:42:37,Americas biggest war cri minal
855,mlaraguevara,240362351,25/09/23 00:36:46,Dumb and dumber ????
856,kaytie.burke,1596028357,29/09/23 22:44:24,The light we carry ?????? You mean my unicorn ?????????? glow sword ????????!?
857,dr_ven_mar,1102966715,3/10/2023 14:49,@afterlife_ofc this is awesome lol
858,sunsheai,529678084,5/10/2023 18:29,??????????????
859,jeffmac1010,60213809499,15/10/23 10:33:58,2 GIANT fake people and Liars
860,alexrivera634,41339281016,16/10/23 09:58:45,"BIDEN, TRUMP, OBAMA, PELOSI, AMLO, PUTIN AND MORE....ALL THESE MF THAT LOVE AND HATE THE ????. SHOULD BE DEAD. ALL THESE ASSHOLE FOR YEARS ALONG WITH THE JESUS THAT THEY ARE EXPECTING SHOULD BE DEAD. BUT ALL THESE ASSHOLE ALONG WITH THR SENADE, RELIGIONS AS JW, MORMON,  EVANGELICAL ARE DEMENTIAL, LUNATICS AND ARE FREAKING TERRORIST. ALL THESE ??  WHOM BENEFITS FROM THE CORP SECTOR BUT THEY ARE JUST WAITING THEIR FREAKING MESSIAH AND JESUS. DEMENTIAL AND NUTS...LIKE TRUMP AND BIDEN...ALL THESE MF ARE JUST PART OF HATE AND JEALOUSY AGAINST MY LIFE, AND BROKE EVERY STAGE OF IT. AND THE NARCO....TEH REAL NARCO...ARE JUST A GROUP THAT GIVE MONEY FOR THEM AND PROTENCT THEIR OWN INTEREST ??. 
PUERTO RICO YOU SHOW ME THAT PATH TO HATE ALL THESE MF BECAUSE YOU ARE A WHORE ON THIS WORLD. YOU ARE A SHAME, AN ISLAND THAT SHOULD BE BURIED, AN ISLAND OF RELIGION AND DEATH. JUST HATE EVERY ???? THAT MAKE THEIR OPINION ABOUT THINGS THAT CAN BARELY KNOW. FROM SINGER TO BUSNIESS MAN...JUST A DISGUSTING PLACE AND HATE BE FROM HERE! FUCK YOUR AT&T MEXICO, BRAZIL AND USA. ????"
861,palikid_25,48856499,16/10/23 11:59:30,Did he really kill Osama though ? I doubt it . And another thing out of all the things why didn’t you ask him about Iraq and Afghanistan
862,andreeze_,3003364409,27/10/23 00:24:13,????????
863,m0neeca_,349247283,27/10/23 00:45:59,@carlos.calderon.phd he was a war criminal nonetheless
864,talha.824,51776775425,27/10/23 20:09:25,"@landpuma peak war crimes and mass murder. Obama git caught funding and training the same ""terrorists"" that we are fighting again in Syria. Lol"
865,talha.824,51776775425,27/10/23 20:09:41,Coolest War criminal Around
866,thecaltrain,488024739,31/10/23 06:15:14,??????
867,sadagheh.313,46167464779,3/11/2023 3:34,????????????????????????????????????????????????????
868,samsarkisapikyan,3118868110,6/11/2023 16:45,??
869,philip_terzian,3139976960,6/11/2023 17:55,Two grifters engaged in mutual admiration: It just doesn't get any cooler than that!
870,sibomana071,10592607137,10/11/2023 14:48,Miss you ??
871,sibomana071,10592607137,10/11/2023 14:48,Daddy miss you ??
872,alabuszewski,53898394491,11/11/2023 14:32,Obomba
873,he.rmina3406,63181499149,19/11/23 21:13:58,??????????????
874,jershon1609,48652108461,24/11/23 09:15:59,"26,172 bombs dropped in 1 year over 7 middle East countries and he won a Nobel peace prize for that??"
875,chandra_sekhar_chakraborty8015,5742178689,27/11/23 19:11:40,One life one choice ??????????
876,chandra_sekhar_chakraborty8015,5742178689,27/11/23 19:14:01,More passion ??
877,juicyj_thickumms12,48392079362,12/12/2023 6:35,"I would actually love to see them both smoke weed together, i feel like it would be such an interesting convo"
878,amna.786,254199250,15/12/23 09:27:12,War criminals
879,chris_martin_voicemail,29420196726,21/12/23 23:22:01,https://en.m.wikipedia.org/wiki/Nuclear_Regulatory_Commission
880,chris_martin_voicemail,29420196726,21/12/23 23:22:38,Nurse Spanish
881,chris_martin_voicemail,29420196726,21/12/23 23:22:57,Volume Remote Control
882,chris_martin_voicemail,29420196726,21/12/23 23:23:08,Government
883,chris_martin_voicemail,29420196726,21/12/23 23:23:40,Electromagnetic Motion Sensor Text
884,chris_martin_voicemail,29420196726,21/12/23 23:23:48,Citizen
885,chris_martin_voicemail,29420196726,21/12/23 23:24:10,https://en.m.wikipedia.org/wiki/March_Air_Reserve_Base
886,chris_martin_voicemail,29420196726,21/12/23 23:24:56,Electromagnetic Gas Chambers 0.00
887,chris_martin_voicemail,29420196726,21/12/23 23:25:40,ATM Visa Vaccine
888,chris_martin_voicemail,29420196726,21/12/23 23:26:27,Senor Rodriguez Valdes Medical Cyber Space Security
889,chris_martin_voicemail,29420196726,21/12/23 23:28:18,https://en.m.wikipedia.org/wiki/Kingdom_of_Iberia
890,chris_martin_voicemail,29420196726,21/12/23 23:28:33,Echoe Vault 0.00
891,chris_martin_voicemail,29420196726,21/12/23 23:28:52,https://en.m.wikipedia.org/wiki/Architect_of_the_Capitol
892,chris_martin_voicemail,29420196726,21/12/23 23:29:25,https://www.amazon.com/Black-Georgetown-Remembered-Community-Founding/dp/0878405267
893,chris_martin_voicemail,29420196726,21/12/23 23:30:05,Bank Cyber Space Security
894,chris_martin_voicemail,29420196726,21/12/23 23:30:35,https://en.m.wikipedia.org/wiki/United_States_Department_of_the_Treasury
895,chris_martin_voicemail,29420196726,21/12/23 23:30:42,Mints
896,chris_martin_voicemail,29420196726,21/12/23 23:30:58,Echoe Vault 0.00
897,chris_martin_voicemail,29420196726,21/12/23 23:31:27,https://en.m.wikipedia.org/wiki/United_States_Capitol_Police
898,chris_martin_voicemail,29420196726,21/12/23 23:32:01,https://en.m.wikipedia.org/wiki/Guantanamo_Bay_detention_camp
899,chris_martin_voicemail,29420196726,21/12/23 23:32:10,GiTMO
900,chris_martin_voicemail,29420196726,21/12/23 23:32:51,https://en.m.wikipedia.org/wiki/Supreme_Court_Police
901,chris_martin_voicemail,29420196726,22/12/23 00:32:00,Echoe Vault 0.00 Capilano
902,chris_martin_voicemail,29420196726,22/12/23 00:33:15,https://en.wikipedia.org/wiki/United_States_Congressional_Joint_Economic_Committee?wprov=sfla1
903,chris_martin_voicemail,29420196726,22/12/23 00:33:41,ELECTROMAGNETIC Gas Chamber ? 0.00
904,chris_martin_voicemail,29420196726,22/12/23 00:36:03,https://en.wikipedia.org/wiki/March_Air_Reserve_Base?wprov=sfla1
905,chris_martin_voicemail,29420196726,22/12/23 00:36:23,ECHOE Vault 0.00
906,faris__zaman,679344931,24/12/23 19:34:26,"@hasanminhaj you’re sat with a world criminal who’s killed many innocent lives, shame…"
907,rikkitikkitavi6,568634278,25/12/23 16:27:28,"wish Obama asked, “Hey Hasan, did you really do all those things you said in your standup skits or lied about it like everyone is currently accusing you of?”"
908,mayengela,1245027106,25/12/23 20:40:34,@marinangaji
909,gingerspencer36,57001121525,27/12/23 19:57:37,????????????????
910,luvg.rose,1718819016,7/1/2024 3:49,Loved this one????
911,chandra_sekhar_chakraborty8015,5742178689,21/01/24 07:51:48,Your monstar my piano ??  @barackobama ?? @beingsalmankhan  ji
912,chandra_sekhar_chakraborty8015,5742178689,21/01/24 07:52:03,@michelleobama ??
913,djbiggie254,53241104047,26/01/24 13:14:19,??
914,lokiflex,2128944027,12/2/2024 19:28,ew
915,annmariemesquittaobama,65117255165,3/3/2024 3:19,"This interviewer, like Jeff Johnson, April Ryan, Seth Currey, Charlemagn tha God, is still with Barack Obama's wife and her siblings, remove them away from Ann Marie Mesquitta"
916,annmariemesquittaobama,65117255165,3/3/2024 3:20,??????@annmariemesquittaobama
917,aurguitar,3622217392,15/03/24 18:46:30,@landpuma lol
918,_sunil_kumar.h,5863920431,24/03/24 07:24:45,Interviewer not know this soolemaga coming to India for doing mother fucker drama at his presidency terms and world need to know this slipper person where he went for doing  gay activities in this world
919,peacefulwarrior1551,8495727304,22/04/24 21:54:41,More love less hate peoples ??
920,joannluna688,64669940456,18/04/24 16:40:26,??
921,joannluna688,64669940456,18/04/24 16:40:29,??
922,joannluna688,64669940456,18/04/24 16:40:59,6-10-1982 biden by law please approve
923,rhinoyates,389981700,18/04/24 16:59:00,@i_rakeshpb11 ??????
924,rhinoyates,389981700,18/04/24 16:59:48,@i_rakeshpb11 ????????
925,lawangen_360,3014391741,18/04/24 16:59:55,You should be punished for commiting genocide in Gaza.
926,rxdxfx,4301229487,18/04/24 17:10:38,YEEEEEESSSSS USA ????GOD BLESS AMERICA ????FIRST TRUMP AMERICAN ???? LEADER CHILD LIVES MATTER TRUMP USA ????????????????
927,andrewlish,265828187,19/04/24 06:07:38,"@patti_appezzato ok. 1. What does ""something so wrong"" mean? Are you referring to an uptopic pregnancy, which happens in the 1st trimester and is not at all considered an abortion? If not, then what? 2. Insest, though disgusting, is consensual. And as far as rape, kill the rapist not the child. 3. If ""brain inefficiency"" is a good reason then why not put all the brain inefficient out of their misery? 4. Women have every right afforded to anyone else. But, just like everyone else they don't have a right to end a life. Especially one they had a part in initiating. HOPE THAT HELPS."
